Industry;PermId;HierarchicalId;Ticker;Name;MarketCapitalization;TTM Sales$;Employees;Companies URL
AERO/DEF;null;CHG.L;Chemring Group PLC;533.130;547.500;2,704;https://www.reuters.com/finance/stocks/overview?symbol=CHG.L;
AERO/DEF;null;TAAL.BO;TAAL Enterprises Ltd;512.015;--;--;https://www.reuters.com/finance/stocks/overview?symbol=TAAL.BO;
AERO/DEF;null;DCO.N;Ducommun Inc;334.181;558.411;2,700;https://www.reuters.com/finance/stocks/overview?symbol=DCO.N;
AERO/DEF;null;EVTNF.PK;Eviation Aircraft Ltd;304.650;0.000;6;https://www.reuters.com/finance/stocks/overview?symbol=EVTNF.PK;
AERO/DEF;null;DATI.PK;Digital Arts Media Network Inc;173.285;5.040;44;https://www.reuters.com/finance/stocks/overview?symbol=DATI.PK;
AERO/DEF;null;AVAP.L;Avation PLC;151.723;67.999;20;https://www.reuters.com/finance/stocks/overview?symbol=AVAP.L;
AERO/DEF;null;CVU.A;CPI Aerostructures Inc;80.856;81.739;259;https://www.reuters.com/finance/stocks/overview?symbol=CVU.A;
AERO/DEF;null;POWW.PK;Ammo Inc;79.895;1.122;0;https://www.reuters.com/finance/stocks/overview?symbol=POWW.PK;
AERO/DEF;null;RWC.A;RELM Wireless Corp;55.378;37.199;107;https://www.reuters.com/finance/stocks/overview?symbol=RWC.A;
AERO/DEF;null;VELV.L;Velocity Composites PLC;45.281;16.843;--;https://www.reuters.com/finance/stocks/overview?symbol=VELV.L;
AERO/DEF;null;VTSI.PK;VirTra Inc;42.016;17.202;45;https://www.reuters.com/finance/stocks/overview?symbol=VTSI.PK;
AERO/DEF;null;AIRI.A;Air Industries Group;34.691;67.173;366;https://www.reuters.com/finance/stocks/overview?symbol=AIRI.A;
AERO/DEF;null;CRWTF.PK;Crow Technologies 1977 Ltd;27.983;35.727;317;https://www.reuters.com/finance/stocks/overview?symbol=CRWTF.PK;
AERO/DEF;null;PSSR.PK;Passur Aerospace Inc;18.471;14.192;29;https://www.reuters.com/finance/stocks/overview?symbol=PSSR.PK;
AERO/DEF;null;BUKS.PK;Butler National Corp;18.070;49.222;82;https://www.reuters.com/finance/stocks/overview?symbol=BUKS.PK;
AERO/DEF;null;PAOS.PK;Amerinac Holding Corp;15.119;14.543;17;https://www.reuters.com/finance/stocks/overview?symbol=PAOS.PK;
AERO/DEF;null;TRCK.PK;Track Group Inc;12.053;29.727;177;https://www.reuters.com/finance/stocks/overview?symbol=TRCK.PK;
AERO/DEF;null;USDR.PK;UAS Drone Corp;11.725;0.005;--;https://www.reuters.com/finance/stocks/overview?symbol=USDR.PK;
AERO/DEF;null;ETCC.PK;Environmental Tectonics Corp;10.842;44.935;316;https://www.reuters.com/finance/stocks/overview?symbol=ETCC.PK;
AERO/DEF;null;SDEV.PK;Security Devices International Inc;10.588;0.351;0;https://www.reuters.com/finance/stocks/overview?symbol=SDEV.PK;
AERO/DEF;null;TIK.A;Tel-Instrument Electronics Corp;9.930;13.656;59;https://www.reuters.com/finance/stocks/overview?symbol=TIK.A;
AERO/DEF;null;OPXS.PK;Optex Systems Holdings Inc;9.225;18.547;72;https://www.reuters.com/finance/stocks/overview?symbol=OPXS.PK;
AERO/DEF;null;DRNE.PK;Drone Aviation Holding Corp;9.182;0.869;3;https://www.reuters.com/finance/stocks/overview?symbol=DRNE.PK;
AERO/DEF;null;GDSI.PK;Global Digital Solutions Inc;7.097;1.123;11;https://www.reuters.com/finance/stocks/overview?symbol=GDSI.PK;
AERO/DEF;null;BDR.A;Blonder Tongue Laboratories Inc;5.929;23.162;161;https://www.reuters.com/finance/stocks/overview?symbol=BDR.A;
AERO/DEF;null;TACI.PK;TransAtlantic Capital Inc;4.537;0.000;0;https://www.reuters.com/finance/stocks/overview?symbol=TACI.PK;
AERO/DEF;null;IPTK.PK;AS-IP Tech Inc;3.715;0.171;0;https://www.reuters.com/finance/stocks/overview?symbol=IPTK.PK;
AERO/DEF;null;GTXO.PK;GTX Corp;3.120;0.657;6;https://www.reuters.com/finance/stocks/overview?symbol=GTXO.PK;
AERO/DEF;null;LLLI.PK;Lamperd Less Lethal Inc;2.978;0.111;--;https://www.reuters.com/finance/stocks/overview?symbol=LLLI.PK;
AERO/DEF;null;SRBT.PK;Defense Solutions Holding Inc;2.657;1.325;3;https://www.reuters.com/finance/stocks/overview?symbol=SRBT.PK;
AERO/DEF;null;TMPS.PK;Tempus Applied Solutions Holdings Inc;2.190;16.839;38;https://www.reuters.com/finance/stocks/overview?symbol=TMPS.PK;
AERO/DEF;null;DAAT.PK;DAC Technologies Group International Inc;1.759;11.594;12;https://www.reuters.com/finance/stocks/overview?symbol=DAAT.PK;
AERO/DEF;null;UATG.PK;Umbra Applied Technologies Group Inc;1.274;--;61;https://www.reuters.com/finance/stocks/overview?symbol=UATG.PK;
AERO/DEF;null;PHWK.L;Pipehawk PLC;1.174;5.702;70;https://www.reuters.com/finance/stocks/overview?symbol=PHWK.L;
AERO/DEF;null;MLER.PK;Moller International Inc;1.113;0.000;2;https://www.reuters.com/finance/stocks/overview?symbol=MLER.PK;
AERO/DEF;null;TPAC.PK;Trans-Pacific Aerospace Company Inc;0.822;0.002;1;https://www.reuters.com/finance/stocks/overview?symbol=TPAC.PK;
AERO/DEF;null;UTRK.PK;Universal Tracking Solutions Inc;0.741;1.159;5;https://www.reuters.com/finance/stocks/overview?symbol=UTRK.PK;
AERO/DEF;null;BRSI.PK;Ballistic Recovery Systems Inc;0.680;10.427;27;https://www.reuters.com/finance/stocks/overview?symbol=BRSI.PK;
AERO/DEF;null;BTGI.PK;Bulova Technologies Group Inc;0.545;25.150;--;https://www.reuters.com/finance/stocks/overview?symbol=BTGI.PK;
AERO/DEF;null;AAIIQ.PK;Alabama Aircraft Industries Inc;0.413;58.975;613;https://www.reuters.com/finance/stocks/overview?symbol=AAIIQ.PK;
AERO/DEF;null;HALB.PK;Tykhe Corp;0.390;0.281;3;https://www.reuters.com/finance/stocks/overview?symbol=HALB.PK;
AERO/DEF;null;USGA.PK;US Global Nanospace Inc;0.153;0.290;2;https://www.reuters.com/finance/stocks/overview?symbol=USGA.PK;
AERO/DEF;null;ADFS.PK;American Defense Systems Inc;0.143;2.745;24;https://www.reuters.com/finance/stocks/overview?symbol=ADFS.PK;
AERO/DEF;null;PRXM.PK;Proxim Wireless Corp;0.141;31.031;183;https://www.reuters.com/finance/stocks/overview?symbol=PRXM.PK;
AERO/DEF;null;EVTI.PK;Eventure Interactive Inc;0.110;-0.001;13;https://www.reuters.com/finance/stocks/overview?symbol=EVTI.PK;
AERO/DEF;null;IRBL.PK;InRob Tech Ltd;0.076;2.061;17;https://www.reuters.com/finance/stocks/overview?symbol=IRBL.PK;
AERO/DEF;null;LNGT.PK;Laser Energetics Inc;0.060;--;8;https://www.reuters.com/finance/stocks/overview?symbol=LNGT.PK;
AERO/DEF;null;APLD.PK;Applied Science Products Inc;0.054;1.760;4;https://www.reuters.com/finance/stocks/overview?symbol=APLD.PK;
AERO/DEF;null;VRTY.PK;Verity Corp;0.051;2.743;25;https://www.reuters.com/finance/stocks/overview?symbol=VRTY.PK;
AERO/DEF;null;OKRGQ.PK;Oakridge Holdings Inc;0.043;3.628;109;https://www.reuters.com/finance/stocks/overview?symbol=OKRGQ.PK;
AERO/DEF;null;PIVN.PK;Phoenix International Ventures Inc;0.014;0.741;8;https://www.reuters.com/finance/stocks/overview?symbol=PIVN.PK;
AERO/DEF;null;STYS.PK;Stinger Systems Inc;0.012;--;--;https://www.reuters.com/finance/stocks/overview?symbol=STYS.PK;
AERO/DEF;null;DTEA.L;Datong Ltd;--;11.577;81;https://www.reuters.com/finance/stocks/overview?symbol=DTEA.L;
AERO/DEF;null;AERS.PK;Aerius International Inc;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=AERS.PK;
AERO/DEF;null;IPO-HIK.L;Heckler & Koch GmbH;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=IPO-HIK.L;
AERO/DEF;null;IPO-VTRS.L;Vertolety Rossii AO;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=IPO-VTRS.L;
AERO/DEF;null;IPO-GOS.L;GOS Systems PLC;--;--;--;https://www.reuters.com/finance/stocks/overview?symbol=IPO-GOS.L;
AERO/DEF;null;AREB.PK;American Rebel Holdings Inc;--;0.028;--;https://www.reuters.com/finance/stocks/overview?symbol=AREB.PK;
Industrial Machinery & Equipment;4294952962;52102010;6954.T;Fanuc Corp;6,470,712.000;627,446.000;6,738;https://www.reuters.com/finance/stocks/overview?symbol=6954.T;
Industrial Machinery & Equipment;4294952962;52102010;6586.T;Makita Corp;1,428,089.000;445,895.000;15,344;https://www.reuters.com/finance/stocks/overview?symbol=6586.T;
Industrial Machinery & Equipment;4294952962;52102010;6479.T;Minebea Mitsumi Inc;1,111,264.000;792,820.000;78,957;https://www.reuters.com/finance/stocks/overview?symbol=6479.T;
Industrial Machinery & Equipment;4294952962;52102010;9962.T;Misumi Group Inc;1,026,807.000;289,678.000;10,167;https://www.reuters.com/finance/stocks/overview?symbol=9962.T;
Industrial Machinery & Equipment;4294952962;52102010;7701.T;Shimadzu Corp;828,404.500;359,789.000;11,528;https://www.reuters.com/finance/stocks/overview?symbol=7701.T;
Industrial Machinery & Equipment;4294952962;52102010;5333.T;NGK Insulators Ltd;743,234.125;426,766.000;17,517;https://www.reuters.com/finance/stocks/overview?symbol=5333.T;
Industrial Machinery & Equipment;4294952962;52102010;6465.T;Hoshizaki Corp;740,808.000;277,475.000;12,878;https://www.reuters.com/finance/stocks/overview?symbol=6465.T;
Industrial Machinery & Equipment;4294952962;52102010;6324.T;Harmonic Drive Systems Inc;715,357.188;40,532.449;866;https://www.reuters.com/finance/stocks/overview?symbol=6324.T;
Industrial Machinery & Equipment;4294952962;52102010;5486.T;Hitachi Metals Ltd;696,969.625;946,796.000;28,754;https://www.reuters.com/finance/stocks/overview?symbol=5486.T;
Industrial Machinery & Equipment;4294952962;52102010;6473.T;Jtekt Corp;690,348.812;1,360,248.000;44,528;https://www.reuters.com/finance/stocks/overview?symbol=6473.T;
Industrial Machinery & Equipment;4294952962;52102010;6268.T;Nabtesco Corp;665,711.812;271,181.000;7,162;https://www.reuters.com/finance/stocks/overview?symbol=6268.T;
Industrial Machinery & Equipment;4294952962;52102010;6481.T;THK Co Ltd;636,489.625;339,713.000;11,738;https://www.reuters.com/finance/stocks/overview?symbol=6481.T;
Industrial Machinery & Equipment;4294952962;52102010;6113.T;Amada Holdings Co Ltd;631,074.312;287,482.000;8,005;https://www.reuters.com/finance/stocks/overview?symbol=6113.T;
Industrial Machinery & Equipment;4294952962;52102010;6302.T;Sumitomo Heavy Industries Ltd;616,985.500;711,819.000;19,321;https://www.reuters.com/finance/stocks/overview?symbol=6302.T;
Industrial Machinery & Equipment;4294952962;52102010;6841.T;Yokogawa Electric Corp;607,628.625;394,803.000;18,329;https://www.reuters.com/finance/stocks/overview?symbol=6841.T;
Industrial Machinery & Equipment;4294952962;52102010;6361.T;Ebara Corp;478,360.594;490,952.000;16,317;https://www.reuters.com/finance/stocks/overview?symbol=6361.T;
Industrial Machinery & Equipment;4294952962;52102010;7240.T;NOK Corp;467,993.500;735,525.000;48,181;https://www.reuters.com/finance/stocks/overview?symbol=7240.T;
Industrial Machinery & Equipment;4294952962;52102010;6005.T;Miura Co Ltd;402,184.500;110,901.000;4,950;https://www.reuters.com/finance/stocks/overview?symbol=6005.T;
Industrial Machinery & Equipment;4294952962;52102010;6728.T;Ulvac Inc;396,328.188;242,702.000;6,072;https://www.reuters.com/finance/stocks/overview?symbol=6728.T;
Industrial Machinery & Equipment;4294952962;52102010;6141.T;DMG Mori Co Ltd;336,926.094;422,394.000;12,307;https://www.reuters.com/finance/stocks/overview?symbol=6141.T;
Industrial Machinery & Equipment;4294952962;52102010;6856.T;Horiba Ltd;314,742.406;185,481.000;7,149;https://www.reuters.com/finance/stocks/overview?symbol=6856.T;
Industrial Machinery & Equipment;4294952962;52102010;6472.T;NTN Corp;308,828.812;714,439.000;24,665;https://www.reuters.com/finance/stocks/overview?symbol=6472.T;
Industrial Machinery & Equipment;4294952962;52102010;6222.T;Shima Seiki Mfg. Ltd;296,826.000;68,386.000;1,859;https://www.reuters.com/finance/stocks/overview?symbol=6222.T;
Industrial Machinery & Equipment;4294952962;52102010;6136.T;OSG Corp;277,120.688;120,198.000;5,866;https://www.reuters.com/finance/stocks/overview?symbol=6136.T;
Industrial Machinery & Equipment;4294952962;52102010;6103.T;Okuma Corp;269,366.094;169,870.000;3,407;https://www.reuters.com/finance/stocks/overview?symbol=6103.T;
Industrial Machinery & Equipment;4294952962;52102010;6925.T;Ushio Inc;237,648.094;175,532.000;5,963;https://www.reuters.com/finance/stocks/overview?symbol=6925.T;
Industrial Machinery & Equipment;4294952962;52102010;6134.T;Fuji Machine Mfg. Co Ltd;237,418.203;103,345.000;2,117;https://www.reuters.com/finance/stocks/overview?symbol=6134.T;
Industrial Machinery & Equipment;4294952962;52102010;9830.T;Trusco Nakayama Corp;215,848.594;189,241.000;1,424;https://www.reuters.com/finance/stocks/overview?symbol=9830.T;
Industrial Machinery & Equipment;4294952962;52102010;6474.T;Nachi-Fujikoshi Corp;207,827.297;237,461.000;6,775;https://www.reuters.com/finance/stocks/overview?symbol=6474.T;
Industrial Machinery & Equipment;4294952962;52102010;6407.T;CKD Corp;201,904.703;105,302.000;3,719;https://www.reuters.com/finance/stocks/overview?symbol=6407.T;
Industrial Machinery & Equipment;4294952962;52102010;6371.T;Tsubakimoto Chain Co;179,539.703;205,800.000;7,886;https://www.reuters.com/finance/stocks/overview?symbol=6371.T;
Industrial Machinery & Equipment;4294952962;52102010;6877.T;Obara Group Inc;173,007.203;46,536.000;1,632;https://www.reuters.com/finance/stocks/overview?symbol=6877.T;
Industrial Machinery & Equipment;4294952962;52102010;7915.T;Nissha Co Ltd;164,195.797;159,169.000;5,133;https://www.reuters.com/finance/stocks/overview?symbol=7915.T;
Industrial Machinery & Equipment;4294952962;52102010;6235.T;Optorun Co Ltd;152,147.906;--;600;https://www.reuters.com/finance/stocks/overview?symbol=6235.T;
Industrial Machinery & Equipment;4294952962;52102010;6135.T;Makino Milling Machine Co Ltd;150,170.594;164,241.000;4,593;https://www.reuters.com/finance/stocks/overview?symbol=6135.T;
Industrial Machinery & Equipment;4294952962;52102010;5186.T;Nitta Corp;143,945.797;68,849.000;2,271;https://www.reuters.com/finance/stocks/overview?symbol=5186.T;
Industrial Machinery & Equipment;4294952962;52102010;6340.T;Shibuya Corp;138,075.094;97,440.000;2,794;https://www.reuters.com/finance/stocks/overview?symbol=6340.T;
Industrial Machinery & Equipment;4294952962;52102010;6104.T;Toshiba Machine Co Ltd;137,894.703;116,601.000;3,236;https://www.reuters.com/finance/stocks/overview?symbol=6104.T;
Industrial Machinery & Equipment;4294952962;52102010;6258.T;Hirata Corp;136,602.297;96,388.812;1,710;https://www.reuters.com/finance/stocks/overview?symbol=6258.T;
Industrial Machinery & Equipment;4294952962;52102010;8051.T;Yamazen Corp;130,473.102;478,502.000;2,724;https://www.reuters.com/finance/stocks/overview?symbol=8051.T;
Industrial Machinery & Equipment;4294952962;52102010;6464.T;Tsubaki Nakashima Co Ltd;119,189.500;44,344.000;1,882;https://www.reuters.com/finance/stocks/overview?symbol=6464.T;
Industrial Machinery & Equipment;4294952962;52102010;6284.T;Nissei ASB Machine Co Ltd;116,803.797;29,289.000;1,693;https://www.reuters.com/finance/stocks/overview?symbol=6284.T;
Industrial Machinery & Equipment;4294952962;52102010;7718.T;Star Micronics Co Ltd;116,313.203;57,216.031;1,906;https://www.reuters.com/finance/stocks/overview?symbol=7718.T;
Industrial Machinery & Equipment;4294952962;52102010;6118.T;Aida Engineering Ltd;114,153.297;68,513.000;1,950;https://www.reuters.com/finance/stocks/overview?symbol=6118.T;
Industrial Machinery & Equipment;4294952962;52102010;6486.T;Eagle Industry Co Ltd;109,168.703;145,972.000;6,070;https://www.reuters.com/finance/stocks/overview?symbol=6486.T;
Industrial Machinery & Equipment;4294952962;52102010;7279.T;Hi-Lex Corp;106,395.500;257,284.000;12,230;https://www.reuters.com/finance/stocks/overview?symbol=7279.T;
Industrial Machinery & Equipment;4294952962;52102010;7970.T;Shin-Etsu Polymer Co Ltd;106,088.398;76,439.000;4,144;https://www.reuters.com/finance/stocks/overview?symbol=7970.T;
Industrial Machinery & Equipment;4294952962;52102010;6498.T;Kitz Corp;104,435.102;118,752.000;4,597;https://www.reuters.com/finance/stocks/overview?symbol=6498.T;
Industrial Machinery & Equipment;4294952962;52102010;7004.T;Hitachi Zosen Corp;103,320.398;390,533.000;10,131;https://www.reuters.com/finance/stocks/overview?symbol=7004.T;
Industrial Machinery & Equipment;4294952962;52102010;6349.T;Komori Corp;99,730.039;95,457.000;2,195;https://www.reuters.com/finance/stocks/overview?symbol=6349.T;
Industrial Machinery & Equipment;4294952962;52102010;6101.T;Tsugami Corp;98,615.000;50,025.000;1,959;https://www.reuters.com/finance/stocks/overview?symbol=6101.T;
Industrial Machinery & Equipment;4294952962;52102010;6145.T;Nittoku Engineering Co Ltd;98,458.141;27,602.949;698;https://www.reuters.com/finance/stocks/overview?symbol=6145.T;
Industrial Machinery & Equipment;4294952962;52102010;6376.T;Nikkiso Co Ltd;96,275.258;139,414.000;6,870;https://www.reuters.com/finance/stocks/overview?symbol=6376.T;
Industrial Machinery & Equipment;4294952962;52102010;8074.T;Yuasa Trading Co Ltd;93,549.773;456,829.000;1,955;https://www.reuters.com/finance/stocks/overview?symbol=8074.T;
Industrial Machinery & Equipment;4294952962;52102010;5331.T;Noritake Co Ltd;92,680.656;112,298.000;5,097;https://www.reuters.com/finance/stocks/overview?symbol=5331.T;
Industrial Machinery & Equipment;4294952962;52102010;6240.T;Yamashin-Filter Corp;91,232.727;11,462.850;477;https://www.reuters.com/finance/stocks/overview?symbol=6240.T;
Industrial Machinery & Equipment;4294952962;52102010;3433.T;Tocalo Co Ltd;89,902.000;31,184.730;898;https://www.reuters.com/finance/stocks/overview?symbol=3433.T;
Industrial Machinery & Equipment;4294952962;52102010;6278.T;Union Tool Co;88,871.219;23,208.570;1,422;https://www.reuters.com/finance/stocks/overview?symbol=6278.T;
Industrial Machinery & Equipment;4294952962;52102010;6143.T;Sodick Co Ltd;82,832.398;75,833.000;3,415;https://www.reuters.com/finance/stocks/overview?symbol=6143.T;
Industrial Machinery & Equipment;4294952962;52102010;6339.T;Sintokogio Ltd;81,052.680;98,579.000;3,839;https://www.reuters.com/finance/stocks/overview?symbol=6339.T;
Industrial Machinery & Equipment;4294952962;52102010;6454.T;Max Co Ltd;80,240.523;67,530.000;2,655;https://www.reuters.com/finance/stocks/overview?symbol=6454.T;
Industrial Machinery & Equipment;4294952962;52102010;6282.T;Oiles Corp;79,165.562;57,520.000;2,089;https://www.reuters.com/finance/stocks/overview?symbol=6282.T;
Industrial Machinery & Equipment;4294952962;52102010;6459.T;Daiwa Industries Ltd;77,886.133;37,887.691;2,309;https://www.reuters.com/finance/stocks/overview?symbol=6459.T;
Industrial Machinery & Equipment;4294952962;52102010;6140.T;Asahi Diamond Industrial Co Ltd;76,587.500;42,029.000;2,146;https://www.reuters.com/finance/stocks/overview?symbol=6140.T;
Industrial Machinery & Equipment;4294952962;52102010;6277.T;Hosokawa Micron Corp;73,315.938;49,519.000;1,488;https://www.reuters.com/finance/stocks/overview?symbol=6277.T;
Industrial Machinery & Equipment;4294952962;52102010;9902.T;Nichiden Corp;73,050.828;112,003.000;826;https://www.reuters.com/finance/stocks/overview?symbol=9902.T;
Industrial Machinery & Equipment;4294952962;52102010;6272.T;Rheon Automatic Machinery Co Ltd;65,557.133;26,529.119;1,034;https://www.reuters.com/finance/stocks/overview?symbol=6272.T;
Industrial Machinery & Equipment;4294952962;52102010;6482.T;Yushin Precision Equipment Co Ltd;65,306.762;20,141.189;663;https://www.reuters.com/finance/stocks/overview?symbol=6482.T;
Industrial Machinery & Equipment;4294952962;52102010;6332.T;Tsukishima Kikai Co Ltd;65,062.391;75,272.000;2,356;https://www.reuters.com/finance/stocks/overview?symbol=6332.T;
Industrial Machinery & Equipment;4294952962;52102010;6480.T;Nippon Thompson Co Ltd;64,387.250;48,913.000;1,919;https://www.reuters.com/finance/stocks/overview?symbol=6480.T;
Industrial Machinery & Equipment;4294952962;52102010;5195.T;Bando Chemical Industries Ltd;64,352.051;90,366.000;4,043;https://www.reuters.com/finance/stocks/overview?symbol=5195.T;
Industrial Machinery & Equipment;4294952962;52102010;6151.T;Nitto Kohki Co Ltd;64,167.102;27,315.000;919;https://www.reuters.com/finance/stocks/overview?symbol=6151.T;
Industrial Machinery & Equipment;4294952962;52102010;7995.T;Nippon Valqua Industries Ltd;63,074.469;45,791.000;1,691;https://www.reuters.com/finance/stocks/overview?symbol=7995.T;
Industrial Machinery & Equipment;4294952962;52102010;7734.T;Riken Keiki Co Ltd;61,636.910;26,070.600;1,102;https://www.reuters.com/finance/stocks/overview?symbol=7734.T;
Industrial Machinery & Equipment;4294952962;52102010;6351.T;Tsurumi Manufacturing Co Ltd;60,083.859;39,889.000;978;https://www.reuters.com/finance/stocks/overview?symbol=6351.T;
Industrial Machinery & Equipment;4294952962;52102010;ISGE.BO;Isgec Heavy Engineering Ltd;59,686.480;--;3,011;https://www.reuters.com/finance/stocks/overview?symbol=ISGE.BO;
Industrial Machinery & Equipment;4294952962;52102010;6440.T;Juki Corp;59,509.359;98,669.000;6,021;https://www.reuters.com/finance/stocks/overview?symbol=6440.T;
Industrial Machinery & Equipment;4294952962;52102010;6381.T;Anest Iwata Corp;55,563.270;30,930.131;1,316;https://www.reuters.com/finance/stocks/overview?symbol=6381.T;
Industrial Machinery & Equipment;4294952962;52102010;5976.T;Neturen Co Ltd;54,738.129;46,367.000;1,407;https://www.reuters.com/finance/stocks/overview?symbol=5976.T;
Industrial Machinery & Equipment;4294952962;52102010;5982.T;Maruzen Co Ltd;54,592.801;49,375.840;1,315;https://www.reuters.com/finance/stocks/overview?symbol=5982.T;
Industrial Machinery & Equipment;4294952962;52102010;FBGX.BO;Forbes & Company Ltd;54,553.410;--;456;https://www.reuters.com/finance/stocks/overview?symbol=FBGX.BO;
Industrial Machinery & Equipment;4294952962;52102010;6490.T;Nippon Pillar Packing Co Ltd;48,131.500;28,809.000;711;https://www.reuters.com/finance/stocks/overview?symbol=6490.T;
Industrial Machinery & Equipment;4294952962;52102010;6245.T;Hirano Tecseed Co Ltd;47,337.711;24,770.740;323;https://www.reuters.com/finance/stocks/overview?symbol=6245.T;
Industrial Machinery & Equipment;4294952962;52102010;7873.T;ARRK Corp;46,396.070;43,186.000;3,729;https://www.reuters.com/finance/stocks/overview?symbol=7873.T;
Industrial Machinery & Equipment;4294952962;52102010;6369.T;Toyo Kanetsu KK;42,984.621;44,204.000;899;https://www.reuters.com/finance/stocks/overview?symbol=6369.T;
Industrial Machinery & Equipment;4294952962;52102010;6271.T;Nissei Corp;41,339.660;18,997.000;889;https://www.reuters.com/finance/stocks/overview?symbol=6271.T;
Industrial Machinery & Equipment;4294952962;52102010;6293.T;Nissei Plastic Industrial Co Ltd;39,978.238;39,033.000;899;https://www.reuters.com/finance/stocks/overview?symbol=6293.T;
Industrial Machinery & Equipment;4294952962;52102010;8061.T;Seika Corp;39,821.172;130,433.000;836;https://www.reuters.com/finance/stocks/overview?symbol=8061.T;
Industrial Machinery & Equipment;4294952962;52102010;8059.T;Daiichi Jitsugyo Co Ltd;39,633.879;156,176.000;1,097;https://www.reuters.com/finance/stocks/overview?symbol=8059.T;
Industrial Machinery & Equipment;4294952962;52102010;6247.T;Hisaka Works Ltd;38,788.371;26,395.850;663;https://www.reuters.com/finance/stocks/overview?symbol=6247.T;
Industrial Machinery & Equipment;4294952962;52102010;8137.T;Sun-Wa Technos Corp;37,827.559;133,953.000;888;https://www.reuters.com/finance/stocks/overview?symbol=8137.T;
Industrial Machinery & Equipment;4294952962;52102010;6364.T;Hokuetsu Industries Co Ltd;37,767.102;34,895.578;629;https://www.reuters.com/finance/stocks/overview?symbol=6364.T;
Industrial Machinery & Equipment;4294952962;52102010;7607.T;Shinwa Co Ltd;36,831.141;51,008.121;609;https://www.reuters.com/finance/stocks/overview?symbol=7607.T;
Industrial Machinery & Equipment;4294952962;52102010;6157.T;NS Tool Co Ltd;35,073.719;9,091.547;322;https://www.reuters.com/finance/stocks/overview?symbol=6157.T;
Industrial Machinery & Equipment;4294952962;52102010;6363.T;Torishima Pump Mfg Co Ltd;34,850.672;42,305.000;1,580;https://www.reuters.com/finance/stocks/overview?symbol=6363.T;
Industrial Machinery & Equipment;4294952962;52102010;6166.T;Nakamura Choukou Co Ltd;33,910.922;8,941.491;337;https://www.reuters.com/finance/stocks/overview?symbol=6166.T;
Industrial Machinery & Equipment;4294952962;52102010;6273.T;SMC Corp;33,475.461;182.722;1,310;https://www.reuters.com/finance/stocks/overview?symbol=6273.T;
Industrial Machinery & Equipment;4294952962;52102010;6165.T;Punch Industry Co Ltd;33,449.070;38,602.500;3,959;https://www.reuters.com/finance/stocks/overview?symbol=6165.T;
Industrial Machinery & Equipment;4294952962;52102010;6333.T;Teikoku Electric Mfg. Co Ltd;32,579.020;19,552.631;1,191;https://www.reuters.com/finance/stocks/overview?symbol=6333.T;
Industrial Machinery & Equipment;4294952962;52102010;6317.T;Kitagawa Iron Works Co Ltd;30,737.811;54,199.000;2,488;https://www.reuters.com/finance/stocks/overview?symbol=6317.T;
Industrial Machinery & Equipment;4294952962;52102010;6237.T;Iwaki Co Ltd;29,189.039;26,187.900;879;https://www.reuters.com/finance/stocks/overview?symbol=6237.T;
Industrial Machinery & Equipment;4294952962;52102010;ROP.N;Roper Technologies Inc;28,220.230;4,391.688;14,155;https://www.reuters.com/finance/stocks/overview?symbol=ROP.N;
Industrial Machinery & Equipment;4294952962;52102010;PH.N;Parker-Hannifin Corp;28,102.711;12,650.830;56,690;https://www.reuters.com/finance/stocks/overview?symbol=PH.N;
Industrial Machinery & Equipment;4294952962;52102010;6149.T;Odawara Engineering Co Ltd;28,032.150;11,856.620;418;https://www.reuters.com/finance/stocks/overview?symbol=6149.T;
Industrial Machinery & Equipment;4294952962;52102010;6698.T;Visco Technologies Corp;27,836.590;--;97;https://www.reuters.com/finance/stocks/overview?symbol=6698.T;
Industrial Machinery & Equipment;4294952962;52102010;8249.T;Techno Associe Co Ltd;27,830.561;76,404.000;1,697;https://www.reuters.com/finance/stocks/overview?symbol=8249.T;
Industrial Machinery & Equipment;4294952962;52102010;8087.T;Furusato Industries Ltd;27,822.461;97,468.781;945;https://www.reuters.com/finance/stocks/overview?symbol=8087.T;
Industrial Machinery & Equipment;4294952962;52102010;5957.T;Nitto Seiko Co Ltd;27,349.750;29,708.039;1,518;https://www.reuters.com/finance/stocks/overview?symbol=5957.T;
Industrial Machinery & Equipment;4294952962;52102010;5986.T;Molitec Steel Co Ltd;27,002.000;28,258.949;494;https://www.reuters.com/finance/stocks/overview?symbol=5986.T;
Industrial Machinery & Equipment;4294952962;52102010;6279.T;Zuiko Corp;27,000.000;21,213.779;625;https://www.reuters.com/finance/stocks/overview?symbol=6279.T;
Industrial Machinery & Equipment;4294952962;52102010;SWK.N;Stanley Black & Decker Inc;26,976.100;12,254.100;54,023;https://www.reuters.com/finance/stocks/overview?symbol=SWK.N;
Industrial Machinery & Equipment;4294952962;52102010;8151.T;Toyo Corp;26,215.430;21,586.000;503;https://www.reuters.com/finance/stocks/overview?symbol=8151.T;
Industrial Machinery & Equipment;4294952962;52102010;7715.T;Nagano Keiki Co Ltd;25,496.070;47,734.609;1,997;https://www.reuters.com/finance/stocks/overview?symbol=7715.T;
